NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-10300","5003 | BSR | PMR | 3760 St-Hubert","3760 rue St-Hubert Montréal QC H2L 4A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570744,45.520773
"CEA-10345","5003 | BSR | PMR | 3760 St-Hubert","3760 rue St-Hubert Montréal QC H2L 4A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570744,45.520773
"CEA-10328","5005 | BSR | PMR | 4231 St Laurent","4321 boul. St-Laurent Montréal QC H2W 1Z4","Montréal","QC","Niveau 2","par heure","sur rue",-73.581948,45.518197
"CEA-10282","5005 | BSR | PMR | 4231 St Laurent","4321 boul. St-Laurent Montréal QC H2W 1Z4","Montréal","QC","Niveau 2","par heure","sur rue",-73.581948,45.518197
"CEA-10329","5006 | BSR | PMR | 5004 St-Laurent : Parc Lahaie","5004 Boul St-Laurent Montréal QC H2T 1R7","Montréal","QC","Niveau 2","par heure","sur rue",-73.59161,45.522571
"CEA-10336","5006 | BSR | PMR | 5004 St-Laurent : Parc Lahaie","5004 Boul St-Laurent Montréal QC H2T 1R7","Montréal","QC","Niveau 2","par heure","sur rue",-73.59161,45.522571
"CEA-10290","5007 | BSR | PMR | 3528 Calixa-Lavallée : Parc Lafontaine","3528 Avenue Calixa-Lavallée Montréal QC H2L 2T6","Montréal","QC","Niveau 2","par heure","sur rue",-73.565461,45.524935
"CEA-10374","5007 | BSR | PMR | 3528 Calixa-Lavallée : Parc Lafontaine","3528 Avenue Calixa-Lavallée Montréal QC H2L 2T6","Montréal","QC","Niveau 2","par heure","sur rue",-73.565461,45.524935
"CEA-10527","5008 | BSR | PMR | 5271 St-Hubert","5271 rue St-Hubert Montréal QC H2J 2Y4","Montréal","QC","Niveau 2","par heure","sur rue",-73.590298,45.5301
"CEA-10575","5008 | BSR | PMR | 5271 St-Hubert","5271 rue St-Hubert Montréal QC H2J 2Y4","Montréal","QC","Niveau 2","par heure","sur rue",-73.590298,45.5301
"CEA-10540","5009 | BSR | PMR | 1330 Mont-Royal","1330 Mont-Royal Montréal QC H2J 3P5","Montréal","QC","Niveau 2","par heure","sur rue",-73.577342,45.530439
"CEA-10523","5009 | BSR | PMR | 1330 Mont-Royal","1330 Mont-Royal Montréal QC H2J 3P5","Montréal","QC","Niveau 2","par heure","sur rue",-73.577342,45.530439
"CEA-10581","5010 | BSR | PMR | 3440 St-Laurent","3440 Boul St-Laurent H2X 2T9 H2X 2T9 Montréal QC H2H 1W1","Montréal","QC","Niveau 2","par heure","sur rue",-73.570277,45.512791
"CEA-10519","5010 | BSR | PMR | 3440 St-Laurent","3440 Boul St-Laurent H2X 2T9 H2X 2T9 Montréal QC H2H 1W1","Montréal","QC","Niveau 2","par heure","sur rue",-73.570277,45.512791
"CEA-10526","5011 | BSR | PMR | 2755 Hogan","2755 Rue Hogan Montréal QC H2K 2T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.560537,45.538702
"CEA-10598","5011 | BSR | PMR | 2755 Hogan","2755 Rue Hogan Montréal QC H2K 2T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.560537,45.538702
"CEA-10561","5012 | BSR | PMR | 1 Mont-Royal Est","1 Avenue du Mont-Royal E Montréal QC H2T 1N4","Montréal","QC","Niveau 2","par heure","sur rue",-73.58655,45.520254
"CEA-10604","5012 | BSR | PMR | 1 Mont-Royal Est","1 Avenue du Mont-Royal E Montréal QC H2T 1N4","Montréal","QC","Niveau 2","par heure","sur rue",-73.58655,45.520254
"CEA-10538","5013 | BSR | PMR | 5055 Rivard","5055 Rue Rivard Montréal QC H2J 2N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.588479,45.527287
"CEA-10520","5013 | BSR | PMR | 5055 Rivard","5055 Rue Rivard Montréal QC H2J 2N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.588479,45.527287
"CEA-11716","5014 | BSR | PMR | 5333 Papineau","5333 Papineau Montréal QC H2H 1W1","Montréal","QC","Niveau 2","par heure","sur rue",-73.583258,45.537007
"CEA-10962","5014 | BSR | PMR | 5333 Papineau","5333 Papineau Montréal QC H2H 1W1","Montréal","QC","Niveau 2","par heure","sur rue",-73.583258,45.537007
"CEA-10530","5015 | BSR | PMR | 4801 Papineau","4801 Avenue Papineau Montréal QC H2H 1V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.57794,45.534705
"CEA-10528","5015 | BSR | PMR | 4801 Papineau","4801 Avenue Papineau Montréal QC H2H 1V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.57794,45.534705
"CEA-10880","5016 | BSR | PMR | 3620 St-Denis","3620 St-Denis Montréal QC H2X 3L6","Montréal","QC","Niveau 2","par heure","sur rue",-73.569528,45.517743
"CEA-10912","5016 | BSR | PMR | 3620 St-Denis","3620 St-Denis Montréal QC H2X 3L6","Montréal","QC","Niveau 2","par heure","sur rue",-73.569528,45.517743
"CEA-10558","5017 | BSR | PMR | 3660 Mentana","3660 Mentana Montréal QC H2L 1J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.567554,45.52125
"CEA-10655","5017 | BSR | PMR | 3660 Mentana","3660 Mentana Montréal QC H2L 1J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.567554,45.52125
"CEA-10584","5018 | BSR | PMR | 5185 Parc","5185A Parc Montréal QC H2V 2G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.59733,45.520682
"CEA-10579","5018 | BSR | PMR | 5185 Parc","5185A Parc Montréal QC H2V 2G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.59733,45.520682
"CEA-10524","5019 | BSR | PMR | 5417 Henri-Julien","5417 Avenue Henri-Julien Montréal QC H2T 2E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.594898,45.527851
"CEA-10542","5019 | BSR | PMR | 5417 Henri-Julien","5417 Avenue Henri-Julien Montréal QC H2T 2E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.594898,45.527851
"CEA-10521","5020 | BSR | PMR | 4604 Parc","4604A ave du Parc  Montréal QC H2V 4E5","Montréal","QC","Niveau 2","par heure","sur rue",-73.59115,45.517248
"CEA-10518","5020 | BSR | PMR | 4604 Parc","4604A ave du Parc  Montréal QC H2V 4E5","Montréal","QC","Niveau 2","par heure","sur rue",-73.59115,45.517248
"CEA-10517","5021 | BSR | PMR | 375 St-Viateur","375A St-Viateur Montréal QC H2V 4B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.602801,45.521643
"CEA-10529","5021 | BSR | PMR | 375 St-Viateur","375A St-Viateur Montréal QC H2V 4B5","Montréal","QC","Niveau 2","par heure","sur rue",-73.602801,45.521643
"CEA-10585","5022 | BSR | PMR | 4490 Fabre","4490 Rue Fabre Montréal QC H2J 3V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.575621,45.531313
"CEA-10560","5022 | BSR | PMR | 4490 Fabre","4490 Rue Fabre Montréal QC H2J 3V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.575621,45.531313
"CEA-11291","5023 | BSR | PMR | 4752 Berri","4752 Berri Montréal QC H2J 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.585348,45.526517
"CEA-11243","5023 | BSR | PMR | 4752 Berri","4752 Berri Montréal QC H2J 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.585348,45.526517
"CEA-11458","5024 | BSR | PMR | 387 Villeneuve","387 Rue Villeneuve Est Montréal QC H2T 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585995,45.525083
"CEA-11310","5024 | BSR | PMR | 387 Villeneuve","387 Rue Villeneuve Est Montréal QC H2T 1M1","Montréal","QC","Niveau 2","par heure","sur rue",-73.585995,45.525083
"CEA-11016","5025 | BSR | PMR | 4169 St-Hubert","4169 Rue St-Hubert Montréal QC H2L 4A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576274,45.523474
"CEA-11031","5025 | BSR | PMR | 4169 St-Hubert","4169 Rue St-Hubert Montréal QC H2L 4A7","Montréal","QC","Niveau 2","par heure","sur rue",-73.576274,45.523474
"CEA-11320","5026 | BSR | PMR | 5561 St-Dominique","5561 rue Saint-Dominique Montréal QC H2T 1A5","Montréal","QC","Niveau 2","par heure","sur rue",-73.598663,45.526627
"CEA-11357","5026 | BSR | PMR | 5561 St-Dominique","5561 rue Saint-Dominique Montréal QC H2T 1A5","Montréal","QC","Niveau 2","par heure","sur rue",-73.598663,45.526627
"CEA-11229","5027 | BSR | PMR | 3820 Laval","3820 Avenue Laval Montréal QC H2W 2J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.574395,45.517852
"CEA-11216","5027 | BSR | PMR | 3820 Laval","3820 Avenue Laval Montréal QC H2W 2J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.574395,45.517852
"CEA-11199","5028 | BSR | PMR | 640 Prince-Arthur O","640 Rue Prince Arthur O Montréal QC H2X 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.578316,45.507674
"CEA-11201","5028 | BSR | PMR | 640 Prince-Arthur O","640 Rue Prince Arthur O Montréal QC H2X 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.578316,45.507674
"CEA-11027","5029 | BSR | PMR | 2025 Masson","2025 Rue Masson Montréal QC H2H 2P7","Montréal","QC","Niveau 2","par heure",,-73.582239,45.539164
"CEA-10972","5029 | BSR | PMR | 2025 Masson","2025 Rue Masson Montréal QC H2H 2P7","Montréal","QC","Niveau 2","par heure","sur rue",-73.582239,45.539164
"CEA-12065","5030 | BSR | PMR | 4332 Messier","4332 Rue Messier Montréal QC H2H 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.568044,45.535593
"CEA-12060","5030 | BSR | PMR | 4332 Messier","4332 Rue Messier Montréal QC H2H 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.568044,45.535593
"CEA-12054","5032 | BSR | PMR | 3553 St-Laurent","3553 St-Laurent Montréal QC H2X 2V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572129,45.513633
"CEA-12063","5032 | BSR | PMR | 3553 St-Laurent","3553 St-Laurent Montréal QC H2X 2V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572129,45.513633
"CEA-12068","5034 | BSR | PMR | 5223 St-Laurent","5223 St-Laurent Montréal QC H2T 1S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.595114,45.524175
"CEA-12057","5034 | BSR | PMR | 5223 St-Laurent","5223 St-Laurent Montréal QC H2T 1S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.595114,45.524175
"CEA-12069","5035 | BSR | PMR | 5110 Chambord","5110 Chambord Montréal QC H2J 3N5","Montréal","QC","Niveau 2","par heure","sur rue",-73.584576,45.533053
"CEA-12025","5035 | BSR | PMR | 5110 Chambord","5110 Chambord Montréal QC H2J 3N5","Montréal","QC","Niveau 2","par heure","sur rue",-73.584576,45.533053
"CEA-102","5081 | BHR | PMR | 5633 Saint-Dominique : Aréna St-Louis","5633 rue Saint-Dominique Montréal QC H2T 1V7","Montréal","QC","Niveau 2","par heure",,-73.599759,45.527771
"CEA-13188","5081 | BHR | PMR | 5633 Saint-Dominique : Aréna St-Louis","5633 rue Saint-Dominique Montréal QC H2T 1V7","Montréal","QC","Niveau 2","par heure",,-73.599759,45.527771
"CEA-12454","6001 | BSR | VM | 800 Gauvin","800 rue du Square Victoria Montréal QC H4Z 1A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.561339,45.500844
"CEA-12459","6001 | BSR | VM | 800 Gauvin","800 rue du Square Victoria Montréal QC H4Z 1A1","Montréal","QC","Niveau 2","par heure","sur rue",-73.561339,45.500844
"CEA-11859","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.562759,45.5079
"CEA-11965","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.562759,45.5079
"CEA-12799","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.562759,45.5079
"CEA-12811","6002 | BSR | VM | 1245 St-Urbain","1243 rue St-Urbain & René-Lévesque Montréal QC H2Z 1A4","Montréal","QC","Niveau 2","par heure",,-73.562759,45.5079
"CEA-12864","6008 | BSR | VM | 1914 Parthenais","1914 Parthenais Montréal QC H2K 3S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.554969,45.528872
"CEA-12937","6008 | BSR | VM | 1914 Parthenais","1914 Parthenais Montréal QC H2K 3S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.554969,45.528872
"CEA-12933","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.552319,45.527719
"CEA-12934","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.552319,45.527719
"CEA-12940","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.552319,45.527719
"CEA-12935","6009 | BSR | VM | 1680 Parthenais","1680 Parthenais  Montreal QC H2K 3S4","Montreal","QC","Niveau 2","par heure",,-73.552319,45.527719
"CEA-13436","6010 | BSR | VM | 1197 St-Dominique","1197 St-Dominique Montréal QC H2X 2W3","Montréal","QC","Niveau 2","par heure","sur rue",-73.561939,45.509701
"CEA-13427","6010 | BSR | VM | 1197 St-Dominique","1197 St-Dominique Montréal QC H2X 2W3","Montréal","QC","Niveau 2","par heure",,-73.561939,45.509701
"CEA-13431","6010 | BSR | VM | 1197 St-Dominique","1197 St-Dominique Montréal QC H2X 2W3","Montréal","QC","Niveau 2","par heure",,-73.561939,45.509701
"CEA-13410","6010 | BSR | VM | 1197 St-Dominique","1197 St-Dominique Montréal QC H2X 2W3","Montréal","QC","Niveau 2","par heure",,-73.561939,45.509701
"CEA-13080","6012 | BSR | VM | 2224 Beaudry","2224 Beaudry Montréal QC H2L 3G3","Montréal","QC","Niveau 2","par heure",,-73.564699,45.522654
"CEA-13054","6012 | BSR | VM | 2224 Beaudry","2224 Beaudry Montréal QC H2L 3G3","Montréal","QC","Niveau 2","par heure",,-73.564699,45.522654
"CEA-11960","6013 | BSR | VM | 1409 Mackay","1428 rue Mackay Montréal QC H3G 2H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577469,45.495969
"CEA-11958","6013 | BSR | VM | 1409 Mackay","1428 rue Mackay Montréal QC H3G 2H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577469,45.495969
"CEA-11962","6014 | BSR | VM | 1455 Metcalfe","1550 rue Metcalfe Montréal QC H3A 3L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.573063,45.501079
"CEA-11957","6014 | BSR | VM | 1455 Metcalfe","1550 rue Metcalfe Montréal QC H3A 3L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.573063,45.501079
"CEA-10130","6014 | BSR | VM | 1455 Metcalfe","1550 rue Metcalfe Montréal QC H3A 3L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.573063,45.501079
"CEA-10217","6014 | BSR | VM | 1455 Metcalfe","1550 rue Metcalfe Montréal QC H3A 3L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.573063,45.501079
"CEA-11961","6015 | BSR | VM | 1901 City Councillor","1901 City Councillor Montréal QC H3A 3G5","Montréal","QC","Niveau 2","par heure","sur rue",-73.570677,45.505893
"CEA-11947","6015 | BSR | VM | 1901 City Councillor","1901 City Councillor Montréal QC H3A 3G5","Montréal","QC","Niveau 2","par heure","sur rue",-73.570677,45.505893
"CEA-12919","6015 | BSR | VM | 1901 City Councillor","1901 City Councillor Montréal QC H3A 3G5","Montréal","QC","Niveau 2","par heure","sur rue",-73.570677,45.505893
"CEA-12938","6015 | BSR | VM | 1901 City Councillor","1901 City Councillor Montréal QC H3A 3G5","Montréal","QC","Niveau 2","par heure","sur rue",-73.570677,45.505893
"CEA-12073","6016 | BSR | VM | 250 Président-Kennedy","250 Avenue du Président-Kennedy Montréal QC H2X 4C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.568973,45.508203
"CEA-10652","7013 | BSR | CDN-NDG | 5468 Clanranald","5468A Claranald Montréal QC H3X 2S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.637693,45.483959
"CEA-10852","7013 | BSR | CDN-NDG | 5468 Clanranald","5468A Claranald Montréal QC H3X 2S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.637693,45.483959
"CEA-10851","7013 | BSR | CDN-NDG | 5468 Clanranald","5468A Claranald Montréal QC H3X 2S7","Montréal","QC","Niveau 2","par heure","sur rue",-73.637693,45.483959
"CEA-13424","7014 | BSR | CDN-NDG | 4001 Northcliffe","4001 Northcliff Montréal QC H4A 3L3","Montréal","QC","Niveau 2","par heure",,-73.615067,45.477916
"CEA-13502","7014 | BSR | CDN-NDG | 4001 Northcliffe","4001 Northcliff Montréal QC H4A 3L3","Montréal","QC","Niveau 2","par heure",,-73.615067,45.477916
"CEA-10909","7015 | BSR | CDN-NDG | 3285 Lacombe","3285 Lacombe Montréal QC H3T 1L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.62177,45.498535
"CEA-10911","7015 | BSR | CDN-NDG | 3285 Lacombe","3285 Lacombe Montréal QC H3T 1L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.62177,45.498535
"CEA-10811","7016 | BSR | CDN-NDG | 6045 Upper Lachine","6045A Upper Lachine Montréal QC H4A 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.614125,45.465741
"CEA-10835","7016 | BSR | CDN-NDG | 6045 Upper Lachine","6045A Upper Lachine Montréal QC H4A 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.614125,45.465741
"CEA-10848","7017 | BSR | CDN-NDG | 5225 Sherbrooke","5225 Sherbrooke Montréal QC H4A 1V1","Montréal","QC","Niveau 2","par heure","sur rue",-73.608526,45.474696
"CEA-10752","7017 | BSR | CDN-NDG | 5225 Sherbrooke","5225 Sherbrooke Montréal QC H4A 1V1","Montréal","QC","Niveau 2","par heure","sur rue",-73.608526,45.474696
"CEA-10570","7018 | BSR | CDN-NDG | 3355 Queen Mary","3355 Chemin Queen Mary Montréal QC H3V 1H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618199,45.495702
"CEA-10572","7018 | BSR | CDN-NDG | 3355 Queen Mary","3355 Chemin Queen Mary Montréal QC H3V 1H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618199,45.495702
"CEA-10606","7018 | BSR | CDN-NDG | 3355 Queen Mary","3355 Chemin Queen Mary Montréal QC H3V 1H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618199,45.495702
"CEA-10607","7018 | BSR | CDN-NDG | 3355 Queen Mary","3355 Chemin Queen Mary Montréal QC H3V 1H9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618199,45.495702
"CEA-13415","7019 | BSR | CDN-NDG | 5701 Décarie","5701 Décarie Montréal QC H3W 3C8","Montréal","QC","Niveau 2","par heure",,-73.6377,45.487772
"CEA-13412","7019 | BSR | CDN-NDG | 5701 Décarie","5701 Décarie Montréal QC H3W 3C8","Montréal","QC","Niveau 2","par heure",,-73.6377,45.487772
"CEA-10938","7020 | BSR | CDN-NDG | 3165 Côte Ste-Catherine","3165A Côte Ste-Catherine Montréal QC H3T 1C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.622841,45.503891
"CEA-10471","7020 | BSR | CDN-NDG | 3165 Côte Ste-Catherine","3165A Côte Ste-Catherine Montréal QC H3T 1C4","Montréal","QC","Niveau 2","par heure",,-73.622841,45.503891
"CEA-12789","7020 | BSR | CDN-NDG | 3165 Côte Ste-Catherine","3165A Côte Ste-Catherine Montréal QC H3T 1C4","Montréal","QC","Niveau 2","par heure",,-73.622841,45.503891
"CEA-12803","7020 | BSR | CDN-NDG | 3165 Côte Ste-Catherine","3165A Côte Ste-Catherine Montréal QC H3T 1C4","Montréal","QC","Niveau 2","par heure",,-73.622841,45.503891
"CEA-10820","7021 | BSR | CDN-NDG | 6600 ave Darlington","6600 Avenue de Darlington Montréal QC H3S 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630203,45.509056
"CEA-10834","7021 | BSR | CDN-NDG | 6600 ave Darlington","6600 Avenue de Darlington Montréal QC H3S 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630203,45.509056
"CEA-10864","6027 | BSR | VM | 1475 Alexandre DeSève","1475 Rue Alexandre-DeSève Montréal QC H2L 4P2","Montréal","QC","Niveau 2","par heure","sur rue",-73.554562,45.521659
"CEA-10878","6027 | BSR | VM | 1475 Alexandre DeSève","1475 Rue Alexandre-DeSève Montréal QC H2L 4P2","Montréal","QC","Niveau 2","par heure","sur rue",-73.554562,45.521659
"CEA-11308","6028 | BSR | VM | 2330 Sherbrooke Ouest","2330 rue Sherbrooke O Montréal QC H3H 1G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.587227,45.491726
"CEA-11301","6028 | BSR | VM | 2330 Sherbrooke Ouest","2330 rue Sherbrooke O Montréal QC H3H 1G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.587227,45.491726
"CEA-11150","6029 | BSR | VM | 1080 Stanley","1080 Stanley Montréal QC H3B 4X4","Montréal","QC","Niveau 2","par heure","sur rue",-73.569562,45.497445
"CEA-11154","6029 | BSR | VM | 1080 Stanley","1080 Stanley Montréal QC H3B 4X4","Montréal","QC","Niveau 2","par heure","sur rue",-73.569562,45.497445
"CEA-11200","6030 | BSR | VM | 1125 Ontario Est","1125 Ontario St E Montréal QC H2L 1R1","Montréal","QC","Niveau 2","par heure","sur rue",-73.563311,45.520394
"CEA-11206","6030 | BSR | VM | 1125 Ontario Est","1125 Ontario St E Montréal QC H2L 1R1","Montréal","QC","Niveau 2","par heure","sur rue",-73.563311,45.520394
"CEA-11018","6031 | BSR | VM | 1717 René-Levesque Est","1717 Boulevard René-Lévesque E Montréal QC H2L 2R8","Montréal","QC","Niveau 2","par heure",,-73.550529,45.521594
"CEA-11026","6031 | BSR | VM | 1717 René-Levesque Est","1717 Boulevard René-Lévesque E Montréal QC H2L 2R8","Montréal","QC","Niveau 2","par heure",,-73.550529,45.521594
"CEA-11392","6032 | BSR | VM | 140 Prince","140 Rue Prince Ville-Marie QC H3C 1T6","Ville-Marie","QC","Niveau 2","par heure","sur rue",-73.556546,45.497376
"CEA-11455","6032 | BSR | VM | 140 Prince","140 Rue Prince Ville-Marie QC H3C 1T6","Ville-Marie","QC","Niveau 2","par heure","sur rue",-73.556546,45.497376
"CEA-11247","6033 | BSR | VM | 1280 St-Jacques","1280 Rue Saint-Jacques Montréal QC H3C 0G1","Montréal","QC","Niveau 2","par heure",,-73.567203,45.494418
"CEA-11234","6033 | BSR | VM | 1280 St-Jacques","1280 Rue Saint-Jacques Montréal QC H3C 0G1","Montréal","QC","Niveau 2","par heure","sur rue",-73.567203,45.494418
"CEA-11191","6034 | BSR | VM | 350 rue St-Hubert","350 St-Hubert Montréal QC H2L 0A4","Montréal","QC","Niveau 2","par heure",,-73.550061,45.51207
"CEA-11208","6034 | BSR | VM | 350 rue St-Hubert","350 St-Hubert Montréal QC H2L 0A4","Montréal","QC","Niveau 2","par heure",,-73.550061,45.51207
"CEA-269","6034 | BSR | VM | 350 rue St-Hubert","350 St-Hubert Montréal QC H2L 0A4","Montréal","QC","Niveau 2","par heure",,-73.550061,45.51207
"CEA-288","6034 | BSR | VM | 350 rue St-Hubert","350 St-Hubert Montréal QC H2L 0A4","Montréal","QC","Niveau 2","par heure",,-73.550061,45.51207
"CEA-11136","6035 | BSR | VM | 799 De La Commune","799 De La Commune Ville-Marie QC H3C 1Y1","Ville-Marie","QC","Niveau 2","par heure","sur rue",-73.552718,45.495744
"CEA-11147","6035 | BSR | VM | 799 De La Commune","799 De La Commune Ville-Marie QC H3C 1Y1","Ville-Marie","QC","Niveau 2","par heure","sur rue",-73.552718,45.495744
"CEA-11298","6036 | BSR | VM | 2005 Ste-Catherine E","2005 rue Ste-Catherine E Montréal QC H2K 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.551028,45.524181
"CEA-11022","6036 | BSR | VM | 2005 Ste-Catherine E","2005 rue Ste-Catherine E Montréal QC H2K 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.551028,45.524181
"CEA-11792","6037 | BSR | VM | 2080 Union","2080 Union Montréal QC H3A 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572306,45.505079
"CEA-11795","6037 | BSR | VM | 2080 Union","2080 Union Montréal QC H3A 2C3","Montréal","QC","Niveau 2","par heure","sur rue",-73.572306,45.505079
"CEA-12300","6038 | BSR | VM | 1405 Dufresne","1405 Dufresne Montréal QC H2K 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.547395,45.528391
"CEA-12312","6038 | BSR | VM | 1405 Dufresne","1405 Dufresne Montréal QC H2K 2J5","Montréal","QC","Niveau 2","par heure","sur rue",-73.547395,45.528391
"CEA-11302","6039 | BSR | VM | 2251 Lorimier","2251 Lorimier Ave Montréal QC H2K 3X4","Montréal","QC","Niveau 2","par heure",,-73.560578,45.529682
"CEA-11312","6039 | BSR | VM | 2251 Lorimier","2251 Lorimier Ave Montréal QC H2K 3X4","Montréal","QC","Niveau 2","par heure",,-73.560578,45.529682
"CEA-12301","6040 | BSR | VM | 1085 Berri","1085 Berri Montréal QC H2L 4C5","Montréal","QC","Niveau 2","par heure","sur rue",-73.556619,45.513358
"CEA-12308","6040 | BSR | VM | 1085 Berri","1085 Berri Montréal QC H2L 4C5","Montréal","QC","Niveau 2","par heure","sur rue",-73.556619,45.513358
"CEA-12302","6041 | BSR | VM | 1071 St-Laurent","1071 St-Laurent Montréal QC H2Z 1J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.560875,45.508586
"CEA-12316","6041 | BSR | VM | 1071 St-Laurent","1071 St-Laurent Montréal QC H2Z 1J6","Montréal","QC","Niveau 2","par heure","sur rue",-73.560875,45.508586
"CEA-11800","6042 | BSR | VM | 700 Wellington","700 Wellington Montréal QC H3C 3S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.555285,45.498067
"CEA-11806","6042 | BSR | VM | 700 Wellington","700 Wellington Montréal QC H3C 3S4","Montréal","QC","Niveau 2","par heure","sur rue",-73.555285,45.498067
"CEA-12293","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.559961,45.500734
"CEA-12305","6044 | BSR | VM | 635 Notre-Dame O.","635 Rue Notre-Dame Ouest Montréal QC H2Y 2H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.559961,45.500734
"CEA-12306","6045 | BSR | VM | 3400 Redpath","3400 Redpath Montréal QC H3G 1L2","Montréal","QC","Niveau 2","par heure",,-73.580835,45.498131
"CEA-12307","6045 | BSR | VM | 3400 Redpath","3400 Redpath Montréal QC H3G 1L2","Montréal","QC","Niveau 2","par heure",,-73.580835,45.498131
"CEA-11155","6046 | BSR | VM | 1435 Wolfe","1435 Wolfe Montréal QC H2L 2G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.556905,45.518075
"CEA-11157","6046 | BSR | VM | 1435 Wolfe","1435 Wolfe Montréal QC H2L 2G8","Montréal","QC","Niveau 2","par heure","sur rue",-73.556905,45.518075
